x_neut_dist_plot,neut_dist_pdf_t0,x_logistic_mapping,Logistic_mapping,x_neut_dist_plot_t5wk,neut_dist_pdf_t5wk,x_neut_dist_plot_t10wk,neut_dist_pdf_t10wk,x_neut_dist_plot_t15wk,neut_dist_pdf_t15wk,x_neut_dist_plot_t20wk,neut_dist_pdf_t20wk,x_neut_dist_plot_t25wk,neut_dist_pdf_t25wk,x_neut_dist_plot_t30wk,neut_dist_pdf_t30wk,x_neut_dist_plot_t35wk,neut_dist_pdf_t35wk,x_neut_dist_plot_t40wk,neut_dist_pdf_t40wk,x_neut_dist_plot_t45wk,neut_dist_pdf_t45wk,x_neut_dist_plot_t50wk,neut_dist_pdf_t50wk
-4.1757380661447,0.000185537580700581,-4.1757380661447,0.0341056965475635,-4.40036909688172,0.000185537580700581,-4.62500012761874,0.000185537580700581,-4.84963115835576,0.000185537580700581,-5.07426218909278,0.000185537580700581,-5.2988932198298,0.000185537580700581,-5.52352425056682,0.000185537580700581,-5.74815528130384,0.000185537580700581,-5.97278631204086,0.000185537580700581,-6.19741734277788,0.000185537580700581,-6.42204837351489,0.000185537580700582
-4.16503104546228,0.000192906854436465,-4.16503104546228,0.0345682430880622,-4.3896620761993,0.000192906854436465,-4.61429310693632,0.000192906854436465,-4.83892413767334,0.000192906854436465,-5.06355516841036,0.000192906854436465,-5.28818619914738,0.000192906854436465,-5.5128172298844,0.000192906854436465,-5.73744826062141,0.000192906854436465,-5.96207929135843,0.000192906854436465,-6.18671032209545,0.000192906854436465,-6.41134135283247,0.000192906854436465
-4.15432402477986,0.000200548768765232,-4.15432402477986,0.0350368352024468,-4.37895505551688,0.000200548768765232,-4.6035860862539,0.000200548768765232,-4.82821711699092,0.000200548768765232,-5.05284814772793,0.000200548768765232,-5.27747917846495,0.000200548768765232,-5.50211020920197,0.000200548768765232,-5.72674123993899,0.000200548768765232,-5.95137227067601,0.000200548768765232,-6.17600330141303,0.000200548768765232,-6.40063433215005,0.000200548768765232
-4.14361700409744,0.000208472565637749,-4.14361700409744,0.0355115457011188,-4.36824803483445,0.000208472565637749,-4.59287906557147,0.000208472565637749,-4.81751009630849,0.000208472565637749,-5.04214112704551,0.000208472565637749,-5.26677215778253,0.000208472565637749,-5.49140318851955,0.000208472565637749,-5.71603421925657,0.000208472565637749,-5.94066524999359,0.000208472565637749,-6.16529628073061,0.000208472565637749,-6.38992731146763,0.00020847256563775
-4.13290998341501,0.000216687766409034,-4.13290998341501,0.0359924481020409,-4.35754101415203,0.000216687766409034,-4.58217204488905,0.000216687766409034,-4.80680307562607,0.000216687766409034,-5.03143410636309,0.000216687766409034,-5.25606513710011,0.000216687766409034,-5.48069616783713,0.000216687766409034,-5.70532719857415,0.000216687766409034,-5.92995822931117,0.000216687766409034,-6.15458926004819,0.000216687766409034,-6.3792202907852,0.000216687766409035
-4.12220296273259,0.000225204178994302,-4.12220296273259,0.0364796166328586,-4.34683399346961,0.000225204178994302,-4.57146502420663,0.000225204178994302,-4.79609605494365,0.000225204178994302,-5.02072708568067,0.000225204178994302,-5.24535811641769,0.000225204178994302,-5.46998914715471,0.000225204178994302,-5.69462017789173,0.000225204178994302,-5.91925120862874,0.000225204178994302,-6.14388223936576,0.000225204178994302,-6.36851327010278,0.000225204178994302
-4.11149594205017,0.000234031905161288,-4.11149594205017,0.0369731262328733,-4.33612697278719,0.000234031905161288,-4.56075800352421,0.000234031905161288,-4.78538903426123,0.000234031905161288,-5.01002006499825,0.000234031905161288,-5.23465109573526,0.000234031905161288,-5.45928212647228,0.000234031905161288,-5.6839131572093,0.000234031905161288,-5.90854418794632,0.000234031905161288,-6.13317521868334,0.000234031905161288,-6.35780624942036,0.000234031905161288
-4.10078892136775,0.000243181347959755,-4.10078892136775,0.0374730525548624,-4.32541995210476,0.000243181347959755,-4.55005098284178,0.000243181347959755,-4.7746820135788,0.000243181347959755,-4.99931304431582,0.000243181347959755,-5.22394407505284,0.000243181347959755,-5.44857510578986,0.000243181347959755,-5.67320613652688,0.000243181347959755,-5.8978371672639,0.000243181347959755,-6.12246819800092,0.000243181347959755,-6.34709922873794,0.000243181347959755
-4.09008190068532,0.000252663219289045,-4.09008190068532,0.0379794719667381,-4.31471293142234,0.000252663219289045,-4.53934396215936,0.000252663219289045,-4.76397499289638,0.000252663219289045,-4.9886060236334,0.000252663219289045,-5.21323705437042,0.000252663219289045,-5.43786808510744,0.000252663219289045,-5.66249911584446,0.000252663219289045,-5.88713014658148,0.000252663219289045,-6.1117611773185,0.000252663219289045,-6.33639220805552,0.000252663219289045
-4.0793748800029,0.000262488547604452,-4.0793748800029,0.038492461553043,-4.30400591073992,0.000262488547604452,-4.52863694147694,0.000262488547604452,-4.75326797221396,0.000262488547604452,-4.97789900295098,0.000262488547604452,-5.202530033688,0.000262488547604452,-5.42716106442502,0.000262488547604452,-5.65179209516204,0.000262488547604452,-5.87642312589906,0.000262488547604452,-6.10105415663608,0.000262488547604452,-6.32568518737309,0.000262488547604453
-4.06866785932048,0.000272668685763117,-4.06866785932048,0.039012099116273,-4.2932988900575,0.000272668685763117,-4.51792992079452,0.000272668685763117,-4.74256095153154,0.000272668685763117,-4.96719198226856,0.000272668685763117,-5.19182301300557,0.000272668685763117,-5.41645404374259,0.000272668685763117,-5.64108507447961,0.000272668685763117,-5.86571610521663,0.000272668685763117,-6.09034713595365,0.000272668685763117,-6.31497816669067,0.000272668685763118
-4.05796083863806,0.000283215319010106,-4.05796083863806,0.0395384631780237,-4.28259186937508,0.000283215319010106,-4.50722290011209,0.000283215319010106,-4.73185393084911,0.000283215319010106,-4.95648496158613,0.000283215319010106,-5.18111599232315,0.000283215319010106,-5.40574702306017,0.000283215319010106,-5.63037805379719,0.000283215319010106,-5.85500908453421,0.000283215319010106,-6.07964011527123,0.000283215319010106,-6.30427114600825,0.000283215319010106
-4.04725381795563,0.000294140473105233,-4.04725381795563,0.040071632979954,-4.27188484869265,0.000294140473105233,-4.49651587942967,0.000294140473105233,-4.72114691016669,0.000294140473105233,-4.94577794090371,0.000294140473105233,-5.17040897164073,0.000294140473105233,-5.39504000237775,0.000294140473105233,-5.61967103311477,0.000294140473105233,-5.84430206385179,0.000294140473105233,-6.06893309458881,0.000294140473105233,-6.29356412532583,0.000294140473105234
-4.03654679727321,0.000305456522591104,-4.03654679727321,0.0406116884845595,-4.26117782801023,0.000305456522591104,-4.48580885874725,0.000305456522591104,-4.71043988948427,0.000305456522591104,-4.93507092022129,0.000305456522591104,-5.15970195095831,0.000305456522591104,-5.38433298169533,0.000305456522591104,-5.60896401243235,0.000305456522591104,-5.83359504316937,0.000305456522591104,-6.05822607390639,0.000305456522591104,-6.2828571046434,0.000305456522591105
-4.02583977659079,0.000317176199202806,-4.02583977659079,0.0411587103757506,-4.25047080732781,0.000317176199202806,-4.47510183806483,0.000317176199202806,-4.69973286880185,0.000317176199202806,-4.92436389953887,0.000317176199202806,-5.14899493027589,0.000317176199202806,-5.37362596101291,0.000317176199202806,-5.59825699174992,0.000317176199202806,-5.82288802248694,0.000317176199202806,-6.04751905322396,0.000317176199202806,-6.27215008396098,0.000317176199202806
-4.01513275590837,0.000329312600419555,-4.01513275590837,0.0417127800592286,-4.23976378664539,0.000329312600419555,-4.46439481738241,0.000329312600419555,-4.68902584811943,0.000329312600419555,-4.91365687885644,0.000329312600419555,-5.13828790959346,0.000329312600419555,-5.36291894033048,0.000329312600419555,-5.5875499710675,0.000329312600419555,-5.81218100180452,0.000329312600419555,-6.03681203254154,0.000329312600419555,-6.26144306327856,0.000329312600419556
-4.00442573522594,0.000341879198158532,-4.00442573522594,0.0422739796626527,-4.22905676596296,0.000341879198158532,-4.45368779669998,0.000341879198158532,-4.678318827437,0.000341879198158532,-4.90294985817402,0.000341879198158532,-5.12758088891104,0.000341879198158532,-5.35221191964806,0.000341879198158532,-5.57684295038508,0.000341879198158532,-5.8014739811221,0.000341879198158532,-6.02610501185912,0.000341879198158532,-6.25073604259614,0.000341879198158533
-3.99371871454352,0.00035488984761105,-3.99371871454352,0.0428423920355913,-4.21834974528054,0.000354889847611049,-4.44298077601756,0.000354889847611051,-4.66761180675458,0.00035488984761105,-4.8922428374916,0.000354889847611049,-5.11687386822862,0.00035488984761105,-5.34150489896564,0.00035488984761105,-5.56613592970266,0.00035488984761105,-5.79076696043968,0.00035488984761105,-6.0153979911767,0.00035488984761105,-6.24002902191372,0.000354889847611051
-3.9830116938611,0.000368358796221105,-3.9830116938611,0.043418100749252,-4.20764272459812,0.000368358796221105,-4.43227375533514,0.000368358796221106,-4.65690478607216,0.000368358796221105,-4.88153581680918,0.000368358796221105,-5.1061668475462,0.000368358796221105,-5.33079787828322,0.000368358796221105,-5.55542890902024,0.000368358796221105,-5.78005993975725,0.000368358796221105,-6.00469097049427,0.000368358796221105,-6.22932200123129,0.000368358796221106
-3.97230467317868,0.00038230069280624,-3.97230467317868,0.0440011900959809,-4.1969357039157,0.00038230069280624,-4.42156673465272,0.000382300692806241,-4.64619776538974,0.00038230069280624,-4.87082879612676,0.00038230069280624,-5.09545982686377,0.00038230069280624,-5.32009085760079,0.00038230069280624,-5.54472188833781,0.00038230069280624,-5.76935291907483,0.00038230069280624,-5.99398394981185,0.00038230069280624,-6.21861498054887,0.000382300692806241
-3.96159765249626,0.000396730596820564,-3.96159765249626,0.0445917450885271,-4.18622868323328,0.000396730596820563,-4.41085971397029,0.000396730596820564,-4.63549074470731,0.000396730596820564,-4.86012177544433,0.000396730596820563,-5.08475280618135,0.000396730596820564,-5.30938383691837,0.000396730596820564,-5.53401486765539,0.000396730596820564,-5.75864589839241,0.000396730596820564,-5.98327692912943,0.000396730596820564,-6.20790795986645,0.000396730596820564
-3.95089063181383,0.000411663987759678,-3.95089063181383,0.0451898514590627,-4.17552166255085,0.000411663987759678,-4.40015269328787,0.000411663987759679,-4.62478372402489,0.000411663987759678,-4.84941475476191,0.000411663987759678,-5.07404578549893,0.000411663987759678,-5.29867681623595,0.000411663987759678,-5.52330784697297,0.000411663987759678,-5.74793887770999,0.000411663987759678,-5.97256990844701,0.000411663987759678,-6.19720093918403,0.000411663987759679
-3.94018361113141,0.000427116774707113,-3.94018361113141,0.0457955956579524,-4.16481464186843,0.000427116774707113,-4.38944567260545,0.000427116774707114,-4.61407670334247,0.000427116774707114,-4.83870773407949,0.000427116774707113,-5.06333876481651,0.000427116774707114,-5.28796979555353,0.000427116774707114,-5.51260082629055,0.000427116774707114,-5.73723185702756,0.000427116774707114,-5.96186288776458,0.000427116774707114,-6.1864939185016,0.000427116774707114
-3.92947659044899,0.000443105306021774,-3.92947659044899,0.0464090648522649,-4.15410762118601,0.000443105306021774,-4.37873865192303,0.000443105306021775,-4.60336968266005,0.000443105306021774,-4.82800071339707,0.000443105306021774,-5.05263174413408,0.000443105306021774,-5.2772627748711,0.000443105306021774,-5.50189380560812,0.000443105306021774,-5.72652483634514,0.000443105306021774,-5.95115586708216,0.000443105306021774,-6.17578689781918,0.000443105306021775
-3.91876956976657,0.000459646379165817,-3.91876956976657,0.0470303469240185,-4.14340060050359,0.000459646379165817,-4.3680316312406,0.000459646379165818,-4.59266266197762,0.000459646379165817,-4.81729369271464,0.000459646379165817,-5.04192472345166,0.000459646379165817,-5.26655575418868,0.000459646379165817,-5.4911867849257,0.000459646379165817,-5.71581781566272,0.000459646379165817,-5.94044884639974,0.000459646379165817,-6.16507987713676,0.000459646379165818
-3.90806254908414,0.000476757250672182,-3.90806254908414,0.0476595304681536,-4.13269357982116,0.000476757250672182,-4.35732461055818,0.000476757250672184,-4.5819556412952,0.000476757250672183,-4.80658667203222,0.000476757250672182,-5.03121770276924,0.000476757250672183,-5.25584873350626,0.000476757250672183,-5.48047976424328,0.000476757250672183,-5.7051107949803,0.000476757250672183,-5.92974182571732,0.000476757250672183,-6.15437285645434,0.000476757250672184
-3.89735552840172,0.000494455646250945,-3.89735552840172,0.0482967047902232,-4.12198655913874,0.000494455646250944,-4.34661758987576,0.000494455646250945,-4.57124862061278,0.000494455646250945,-4.7958796513498,0.000494455646250944,-5.02051068208682,0.000494455646250945,-5.24514171282384,0.000494455646250945,-5.46977274356086,0.000494455646250945,-5.69440377429788,0.000494455646250945,-5.9190348050349,0.000494455646250945,-6.14366583577191,0.000494455646250945
-3.8866485077193,0.000512759771033478,-3.8866485077193,0.0489419599037952,-4.11127953845632,0.000512759771033478,-4.33591056919334,0.000512759771033479,-4.56054159993036,0.000512759771033478,-4.78517263066738,0.000512759771033478,-5.0098036614044,0.000512759771033478,-5.23443469214142,0.000512759771033478,-5.45906572287844,0.000512759771033478,-5.68369675361545,0.000512759771033478,-5.90832778435247,0.000512759771033478,-6.13295881508949,0.000512759771033479
-3.87594148703688,0.000531688319953316,-3.87594148703688,0.0495953865275575,-4.1005725177739,0.000531688319953316,-4.32520354851092,0.000531688319953317,-4.54983457924793,0.000531688319953316,-4.77446560998495,0.000531688319953316,-4.99909664072197,0.000531688319953316,-5.22372767145899,0.000531688319953316,-5.44835870219601,0.000531688319953316,-5.67298973293303,0.000531688319953316,-5.89762076367005,0.000531688319953316,-6.12225179440707,0.000531688319953317
-3.86523446635445,0.000551260488262411,-3.86523446635445,0.0502570760821172,-4.08986549709147,0.00055126048826241,-4.31449652782849,0.000551260488262412,-4.53912755856551,0.000551260488262411,-4.76375858930253,0.00055126048826241,-4.98838962003955,0.000551260488262411,-5.21302065077657,0.000551260488262411,-5.43765168151359,0.000551260488262411,-5.66228271225061,0.000551260488262411,-5.88691374298763,0.000551260488262411,-6.11154477372465,0.000551260488262412
-3.85452744567203,0.00057149598218142,-3.85452744567203,0.050927120686487,-4.07915847640905,0.000571495982181419,-4.30378950714607,0.000571495982181421,-4.52842053788309,0.00057149598218142,-4.75305156862011,0.000571495982181419,-4.97768259935713,0.00057149598218142,-5.20231363009415,0.00057149598218142,-5.42694466083117,0.00057149598218142,-5.65157569156819,0.00057149598218142,-5.87620672230521,0.00057149598218142,-6.10083775304223,0.000571495982181421
-3.84382042498961,0.000592415029682427,-3.84382042498961,0.0516056131542499,-4.06845145572663,0.000592415029682427,-4.29308248646365,0.000592415029682428,-4.51771351720067,0.000592415029682428,-4.74234454793769,0.000592415029682427,-4.96697557867471,0.000592415029682428,-5.19160660941173,0.000592415029682428,-5.41623764014875,0.000592415029682428,-5.64086867088576,0.000592415029682428,-5.86549970162278,0.000592415029682428,-6.0901307323598,0.000592415029682428
-3.83311340430719,0.000614038391402395,-3.83311340430719,0.0522926469893929,-4.05774443504421,0.000614038391402393,-4.28237546578123,0.000614038391402395,-4.50700649651825,0.000614038391402395,-4.73163752725527,0.000614038391402393,-4.95626855799228,0.000614038391402395,-5.1808995887293,0.000614038391402395,-5.40553061946632,0.000614038391402395,-5.63016165020334,0.000614038391402395,-5.85479268094036,0.000614038391402395,-6.07942371167738,0.000614038391402395
-3.82240638362477,0.00063638737168549,-3.82240638362477,0.0529883163818025,-4.04703741436179,0.000636387371685489,-4.2716684450988,0.00063638737168549,-4.49629947583582,0.00063638737168549,-4.72093050657284,0.000636387371685489,-4.94556153730986,0.00063638737168549,-5.17019256804688,0.00063638737168549,-5.3948235987839,0.00063638737168549,-5.61945462952092,0.00063638737168549,-5.84408566025794,0.00063638737168549,-6.06871669099496,0.00063638737168549
-3.81169936294234,0.000659483829752245,-3.81169936294234,0.0536927162024128,-4.03633039367936,0.000659483829752245,-4.26096142441638,0.000659483829752247,-4.4855924551534,0.000659483829752244,-4.71022348589042,0.000659483829752245,-4.93485451662744,0.000659483829752246,-5.15948554736446,0.000659483829752244,-5.38411657810148,0.000659483829752246,-5.6087476088385,0.000659483829752246,-5.83337863957552,0.000659483829752244,-6.05800967031254,0.000659483829752245
-3.80099234225992,0.000683350190993357,-3.80099234225992,0.0544059419979969,-4.02562337299694,0.000683350190993356,-4.25025440373396,0.000683350190993358,-4.47488543447098,0.000683350190993357,-4.699516465208,0.000683350190993356,-4.92414749594502,0.000683350190993357,-5.14877852668204,0.000683350190993357,-5.37340955741906,0.000683350190993357,-5.59804058815608,0.000683350190993357,-5.82267161889309,0.000683350190993357,-6.04730264963011,0.000683350190993358
-3.7902853215775,0.000708009458385774,-3.7902853215775,0.055128089985593,-4.01491635231452,0.000708009458385773,-4.23954738305154,0.000708009458385775,-4.46417841378856,0.000708009458385774,-4.68880944452558,0.000708009458385773,-4.9134404752626,0.000708009458385774,-5.13807150599961,0.000708009458385774,-5.36270253673663,0.000708009458385774,-5.58733356747365,0.000708009458385774,-5.81196459821067,0.000708009458385774,-6.03659562894769,0.000708009458385775
-3.77957830089508,0.000733485224028536,-3.77957830089508,0.0558592570465574,-4.0042093316321,0.000733485224028536,-4.22884036236911,0.000733485224028537,-4.45347139310613,0.000733485224028535,-4.67810242384315,0.000733485224028536,-4.90273345458017,0.000733485224028536,-5.12736448531719,0.000733485224028535,-5.35199551605421,0.000733485224028536,-5.57662654679123,0.000733485224028536,-5.80125757752825,0.000733485224028535,-6.02588860826527,0.000733485224028536
-3.76887128021265,0.000759801680795634,-3.76887128021265,0.0565995407202333,-3.99350231094967,0.000759801680795632,-4.21813334168669,0.000759801680795634,-4.44276437242371,0.000759801680795634,-4.66739540316073,0.000759801680795632,-4.89202643389775,0.000759801680795634,-5.11665746463477,0.000759801680795634,-5.34128849537179,0.000759801680795634,-5.56591952610881,0.000759801680795634,-5.79055055684583,0.000759801680795634,-6.01518158758285,0.000759801680795634
-3.75816425953023,0.00078698363410303,-3.75816425953023,0.0573490391972275,-3.98279529026725,0.000786983634103028,-4.20742632100427,0.000786983634103031,-4.43205735174129,0.00078698363410303,-4.65668838247831,0.000786983634103028,-4.88131941321533,0.00078698363410303,-5.10595044395235,0.00078698363410303,-5.33058147468937,0.00078698363410303,-5.55521250542639,0.00078698363410303,-5.77984353616341,0.00078698363410303,-6.00447456690042,0.000786983634103031
-3.74745723884781,0.000815056513786735,-3.74745723884781,0.0581078513122862,-3.97208826958483,0.000815056513786734,-4.19671930032185,0.000815056513786738,-4.42135033105887,0.000815056513786734,-4.64598136179589,0.000815056513786735,-4.87061239253291,0.000815056513786737,-5.09524342326993,0.000815056513786734,-5.31987445400694,0.000815056513786737,-5.54450548474396,0.000815056513786737,-5.76913651548098,0.000815056513786734,-5.993767546218,0.000815056513786735
-3.73675021816539,0.000844046386088676,-3.73675021816539,0.0588760765367588,-3.96138124890241,0.000844046386088674,-4.18601227963943,0.000844046386088677,-4.41064331037644,0.000844046386088676,-4.63527434111346,0.000844046386088674,-4.85990537185048,0.000844046386088676,-5.0845364025875,0.000844046386088676,-5.30916743332452,0.000844046386088676,-5.53379846406154,0.000844046386088676,-5.75842949479856,0.000844046386088676,-5.98306052553558,0.000844046386088677
-3.72604319748296,0.0008739799657469,-3.72604319748296,0.0596538149706428,-3.95067422821998,0.000873979965746898,-4.175305258957,0.000873979965746901,-4.39993628969402,0.0008739799657469,-4.62456732043104,0.000873979965746898,-4.84919835116806,0.0008739799657469,-5.07382938190508,0.0008739799657469,-5.2984604126421,0.0008739799657469,-5.52309144337912,0.0008739799657469,-5.74772247411614,0.0008739799657469,-5.97235350485316,0.000873979965746901
-3.71533617680054,0.000904884628186461,-3.71533617680054,0.0604411673341975,-3.93996720753756,0.000904884628186461,-4.16459823827458,0.000904884628186463,-4.3892292690116,0.000904884628186461,-4.61386029974862,0.000904884628186461,-4.83849133048564,0.000904884628186462,-5.06312236122266,0.000904884628186461,-5.28775339195968,0.000904884628186462,-5.5123844226967,0.000904884628186462,-5.73701545343372,0.000904884628186461,-5.96164648417074,0.000904884628186461
-3.70462915611812,0.0009367884218071,-3.70462915611812,0.0612382349591198,-3.92926018685514,0.000936788421807099,-4.15389121759216,0.000936788421807102,-4.37852224832918,0.0009367884218071,-4.6031532790662,0.000936788421807099,-4.82778430980322,0.0009367884218071,-5.05241534054024,0.0009367884218071,-5.27704637127726,0.0009367884218071,-5.50167740201427,0.0009367884218071,-5.72630843275129,0.0009367884218071,-5.95093946348831,0.000936788421807102
-3.6939221354357,0.000969720080363676,-3.6939221354357,0.0620451197792699,-3.91855316617272,0.000969720080363675,-4.14318419690974,0.000969720080363677,-4.36781522764676,0.000969720080363676,-4.59244625838378,0.000969720080363675,-4.81707728912079,0.000969720080363676,-5.04170831985781,0.000969720080363676,-5.26633935059483,0.000969720080363676,-5.49097038133185,0.000969720080363676,-5.71560141206887,0.000969720080363676,-5.94023244280589,0.000969720080363677
-3.68321511475328,0.00100370903543506,-3.68321511475328,0.0628619243209392,-3.9078461454903,0.00100370903543506,-4.13247717622731,0.00100370903543506,-4.35710820696433,0.00100370903543506,-4.58173923770135,0.00100370903543506,-4.80637026843837,0.00100370903543506,-5.03100129917539,0.00100370903543506,-5.25563232991241,0.00100370903543506,-5.48026336064943,0.00100370903543506,-5.70489439138645,0.00100370903543506,-5.92952542212347,0.00100370903543506
-3.67250809407085,0.001038785428977,-3.67250809407085,0.0636887516926498,-3.89713912480787,0.001038785428977,-4.12177015554489,0.001038785428977,-4.34640118628191,0.001038785428977,-4.57103221701893,0.001038785428977,-4.79566324775595,0.001038785428977,-5.02029427849297,0.001038785428977,-5.24492530922999,0.001038785428977,-5.46955633996701,0.001038785428977,-5.69418737070403,0.001038785428977,-5.91881840144105,0.001038785428977
-3.66180107338843,0.00107498012595423,-3.66180107338843,0.0645257055744758,-3.88643210412545,0.00107498012595422,-4.11106313486247,0.00107498012595423,-4.33569416559949,0.00107498012595423,-4.56032519633651,0.00107498012595422,-4.78495622707353,0.00107498012595423,-5.00958725781055,0.00107498012595423,-5.23421828854757,0.00107498012595423,-5.45884931928459,0.00107498012595423,-5.6834803500216,0.00107498012595423,-5.90811138075862,0.00107498012595423
-3.65109405270601,0.00111232472704692,-3.65109405270601,0.0653728902068767,-3.87572508344303,0.00111232472704692,-4.10035611418005,0.00111232472704693,-4.32498714491707,0.00111232472704692,-4.54961817565409,0.00111232472704692,-4.7742492063911,0.00111232472704693,-4.99888023712812,0.00111232472704692,-5.22351126786514,0.00111232472704693,-5.44814229860216,0.00111232472704693,-5.67277332933918,0.00111232472704692,-5.8974043600762,0.00111232472704692
-3.64038703202359,0.00115085158142634,-3.64038703202359,0.0662304103790335,-3.86501806276061,0.00115085158142633,-4.08964909349762,0.00115085158142634,-4.31428012423464,0.00115085158142634,-4.53891115497166,0.00115085158142633,-4.76354218570868,0.00115085158142634,-4.9881732164457,0.00115085158142634,-5.21280424718272,0.00115085158142634,-5.43743527791974,0.00115085158142634,-5.66206630865676,0.00115085158142634,-5.88669733939378,0.00115085158142634
